time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,time/iterations,time/total_timesteps,time/time_elapsed,train/approx_kl,train/learning_rate,train/loss,train/policy_gradient_loss,train/std,train/clip_fraction,train/entropy_loss,train/clip_range,train/value_loss,train/n_updates,train/explained_variance
617,-3.7417732100000007,50.0,1,202752,3,,,,,,,,,,,
547,-5.94379417,50.0,2,204800,7,0.24896088,0.0003,0.004440539516508579,-0.023553141781303567,0.4116811752319336,0.447265625,-3.655077373981476,0.2,0.17949786928365938,990,0.5389447510242462
514,-6.71235879,50.0,3,206848,11,0.22977461,0.0003,0.03296402469277382,-0.013548294763313606,0.4099486172199249,0.4146484375,-3.6017130963504314,0.2,1.2834783421480096,1000,0.5025000870227814
506,-6.903565019999999,50.0,4,208896,16,0.055417426,0.0003,0.04395865276455879,-0.010472536258748732,0.40784987807273865,0.429736328125,-3.5648808635771276,0.2,0.26951809879392385,1010,0.7336393892765045
503,-6.114531469999998,50.0,5,210944,20,0.041142546,0.0003,0.06394490599632263,-0.009172668548126239,0.4036569595336914,0.347216796875,-3.51571307182312,0.2,0.40367766659474,1020,0.6549224257469177
500,-5.9294182100000015,50.0,6,212992,24,0.04741039,0.0003,0.08789549022912979,-0.006301688412349904,0.401962012052536,0.37119140625,-3.460712892562151,0.2,0.14151486256159843,1030,0.8270748257637024
497,-6.33980455,50.0,7,215040,28,0.055170007,0.0003,0.11418268084526062,-0.0018249174383527134,0.4000527560710907,0.366943359375,-3.4375123575329782,0.2,0.18501445792499,1040,0.7844149023294449
496,-6.8838959299999996,50.0,8,217088,33,0.04841291,0.0003,0.05484287813305855,-0.015288147897808812,0.39818722009658813,0.330322265625,-3.400980418175459,0.2,1.662807688844623,1050,0.5886177718639374
493,-7.517962050000002,50.0,9,219136,37,0.052747663,0.0003,0.04240352660417557,-0.013640891973045655,0.39757657051086426,0.3337890625,-3.385852764546871,0.2,1.135372551018372,1060,0.6379970610141754
491,-6.484530689999999,50.0,10,221184,41,0.08440922,0.0003,0.6957668662071228,-0.009505572584748734,0.39463990926742554,0.287060546875,-3.347616325318813,0.2,4.2382399589405395,1070,0.6930065453052521
492,-6.009135580000001,50.0,11,223232,45,0.05148434,0.0003,0.014383498579263687,-0.018549883765808774,0.39279869198799133,0.3841796875,-3.3007182560861112,0.2,0.15628585030208342,1080,0.7671656459569931
489,-6.16873561,50.0,12,225280,50,0.050041888,0.0003,0.36632683873176575,-0.011271995480637998,0.3926694095134735,0.354443359375,-3.2883652850985525,0.2,0.7586665169335902,1090,0.7435595095157623
488,-5.7467668199999995,50.0,13,227328,54,0.04475446,0.0003,0.03262669965624809,-0.00540358358193771,0.3961891531944275,0.388720703125,-3.3219563879072664,0.2,0.14205310724209994,1100,0.8166694641113281
489,-5.727391989999998,50.0,14,229376,58,0.039513648,0.0003,-0.005607027560472488,-0.009720924537396059,0.39310237765312195,0.35537109375,-3.3190370954573156,0.2,0.08439328497915995,1110,0.8252924829721451
487,-7.4694534,50.0,15,231424,63,0.04246545,0.0003,0.07252100110054016,-0.008983413279929664,0.3916623592376709,0.390185546875,-3.286072690039873,0.2,0.2784505061979871,1120,0.7000540792942047
486,-8.77294298,50.0,16,233472,67,0.17112574,0.0003,1.801177978515625,-0.021787602922995575,0.3893246352672577,0.307861328125,-3.244761025160551,0.2,11.71996111990884,1130,0.6921693980693817
487,-8.2842633,50.0,17,235520,71,0.037987094,0.0003,2.8772635459899902,0.00464083090191707,0.39031982421875,0.298828125,-3.230278991162777,0.2,3.3833132025785746,1140,0.781778559088707
486,-6.0703591900000005,50.0,18,237568,75,0.043762665,0.0003,0.12534722685813904,-0.004251625172037166,0.3888848125934601,0.40185546875,-3.2286684423685075,0.2,0.5361928485915997,1150,0.054690659046173096
486,-6.6923508200000015,50.0,19,239616,80,0.044250865,0.0003,0.08134694397449493,-0.009774003513302886,0.3875735402107239,0.38154296875,-3.205411847680807,0.2,0.4078523735050112,1160,0.16968387365341187
486,-7.89554145,50.0,20,241664,84,0.06277863,0.0003,0.18593934178352356,-0.01571233766444493,0.38533487915992737,0.3345703125,-3.1749739319086077,0.2,6.719922939408571,1170,0.874743327498436
485,-8.243944509999999,50.0,21,243712,88,0.046170957,0.0003,2.8539397716522217,-0.008912577165756375,0.38357192277908325,0.371142578125,-3.143842540681362,0.2,5.8150868869852275,1180,0.8534369170665741
485,-7.838333500000002,50.0,22,245760,92,0.086743474,0.0003,8.73621940612793,-0.010228182798891794,0.38312482833862305,0.320068359375,-3.125575216859579,0.2,17.153105046553538,1190,0.6930626034736633
486,-7.661459369999999,50.0,23,247808,96,0.07824324,0.0003,0.18747320771217346,-0.00865382387455611,0.3783186078071594,0.400634765625,-3.0686629377305508,0.2,0.8741889946511947,1200,0.8740334212779999
486,-6.1268192500000005,50.0,24,249856,101,0.043416683,0.0003,0.12831157445907593,-0.0019280727283330634,0.37638241052627563,0.427734375,-3.0139461673796175,0.2,0.4445148346887436,1210,-0.12644648551940918
486,-7.60181763,50.0,25,251904,105,0.050520845,0.0003,0.16075477004051208,-0.008168346365710021,0.37478208541870117,0.41259765625,-2.9780216701328754,0.2,0.3199103927705437,1220,0.6863772571086884
486,-7.38346998,50.0,26,253952,109,0.090819545,0.0003,0.06425327062606812,-0.016652781864104328,0.3722306787967682,0.37470703125,-2.9424584195017816,0.2,1.9931832855800167,1230,0.8699246346950531
486,-7.73749559,50.0,27,256000,113,0.05473401,0.0003,0.13540241122245789,-0.012314196895749774,0.37343791127204895,0.429443359375,-2.924110462516546,0.2,0.20039804251282475,1240,0.672796368598938
485,-8.131019279999999,50.0,28,258048,118,0.14697042,0.0003,3.447462320327759,-0.020245555574365425,0.37249329686164856,0.32412109375,-2.926407914608717,0.2,10.530514679756015,1250,0.8723650425672531
485,-8.53745905,50.0,29,260096,122,0.1479892,0.0003,0.3249358832836151,0.009495443968626205,0.37011632323265076,0.3576171875,-2.8879695080220698,0.2,1.5881198122398927,1260,0.5188754796981812
485,-8.415556950000001,50.0,30,262144,126,0.061021566,0.0003,2.988745927810669,0.0011464363720733672,0.36913833022117615,0.385498046875,-2.8522959619760515,0.2,10.21760583058931,1270,0.8599682301282883
485,-7.174422229999999,50.0,31,264192,130,0.07108537,0.0003,0.07315316796302795,-0.0014193030321621336,0.36742743849754333,0.351513671875,-2.835186064988375,0.2,2.1531473235110754,1280,0.9534049332141876
485,-7.584702300000001,50.0,32,266240,135,0.07116676,0.0003,0.20074640214443207,-0.003860524950141553,0.36475080251693726,0.385595703125,-2.7947430036962033,0.2,1.2485332123353146,1290,0.7204177379608154
485,-7.62192903,50.0,33,268288,139,0.14439699,0.0003,0.24418652057647705,-0.014640824456000701,0.3635750710964203,0.370068359375,-2.7726906567811964,0.2,5.289221104304306,1300,0.8427524566650391
485,-7.109041649999999,50.0,34,270336,143,0.06437416,0.0003,0.1501781940460205,-0.0028846456836618016,0.3596084415912628,0.48203125,-2.7041775159537793,0.2,0.5486315651796758,1310,0.26397866010665894
485,-7.099311179999998,50.0,35,272384,147,0.06321904,0.0003,6.326237201690674,-0.009772286181396339,0.3590013086795807,0.337744140625,-2.669639386981726,0.2,20.270123251329643,1320,0.7660433799028397
484,-6.196250110000001,50.0,36,274432,152,0.07534316,0.0003,0.7767123579978943,-0.003518097696360201,0.35897335410118103,0.454931640625,-2.664337109774351,0.2,1.1810972320847213,1330,0.8343612849712372
484,-6.548095190000001,50.0,37,276480,156,0.09392591,0.0003,0.05437721312046051,-0.0026150300400331616,0.3574061691761017,0.41318359375,-2.6613944724202154,0.2,4.389762446773238,1340,0.9410270228981972
484,-8.38802087,50.0,38,278528,160,0.06804391,0.0003,0.033273760229349136,-0.0033333949715597553,0.35727715492248535,0.4208984375,-2.6390977896749974,0.2,3.6267934357514604,1350,0.916378565132618
484,-9.24238882,50.0,39,280576,164,0.10605846,0.0003,2.2715439796447754,-0.004212039962294511,0.35679468512535095,0.343310546875,-2.6508976757526397,0.2,7.4370670389384035,1360,0.9337771758437157
483,-8.91810561,50.0,40,282624,169,0.14122437,0.0003,0.16947320103645325,-0.014861451722390484,0.35445281863212585,0.369775390625,-2.624946489930153,0.2,9.396590670989827,1370,0.9625425077974796
483,-8.663464890000002,50.0,41,284672,173,0.12131152,0.0003,3.75462007522583,-0.009330324601614847,0.35333019495010376,0.352490234375,-2.584363480657339,0.2,10.611090986756608,1380,0.9431428872048855
483,-7.12239635,50.0,42,286720,177,0.08212861,0.0003,0.5248932838439941,-0.002568328395136632,0.3529987633228302,0.427197265625,-2.559829978644848,0.2,4.704236612841487,1390,0.8953880444169044
483,-7.29002799,50.0,43,288768,182,0.062428296,0.0003,0.06625016778707504,-0.0017953182250494137,0.354294091463089,0.41865234375,-2.5775827303528787,0.2,0.20125630463007838,1400,0.7631263583898544
483,-7.32881545,50.0,44,290816,186,0.062141664,0.0003,1.6539496183395386,-0.002535287762293592,0.3535344898700714,0.282373046875,-2.578481016308069,0.2,12.925637973030097,1410,0.9201197177171707
483,-7.79942333,50.0,45,292864,190,0.057757486,0.0003,0.24130551517009735,-0.008002155004214728,0.35359516739845276,0.4263671875,-2.577266799658537,0.2,0.28568311375565825,1420,0.5858611464500427
483,-9.164604820000001,50.0,46,294912,194,0.050100394,0.0003,6.987810134887695,1.348639198113233e-05,0.35271215438842773,0.316845703125,-2.5586632177233697,0.2,14.050455550360493,1430,0.939123947173357
483,-8.9113096,50.0,47,296960,199,0.06352666,0.0003,0.13216949999332428,0.006282372960049543,0.3528788685798645,0.343359375,-2.556061037629843,0.2,2.028593553841347,1440,0.9860598100349307
483,-6.850272940000001,50.0,48,299008,203,0.06757766,0.0003,0.27659687399864197,-0.010333829210139811,0.35027211904525757,0.366015625,-2.5316671691834927,0.2,0.9157363084028475,1450,0.7113588154315948
483,-6.176780869999999,50.0,49,301056,207,0.045352623,0.0003,0.02705761417746544,-0.0014514660419081339,0.3492624759674072,0.445166015625,-2.4905444622039794,0.2,0.20074003160116263,1460,0.6258228719234467
483,-6.2940778,50.0,50,303104,211,0.062611446,0.0003,0.027575071901082993,-0.006595786014804617,0.3489425480365753,0.37607421875,-2.473885731399059,0.2,8.544280909089139,1470,0.5484648644924164
483,-6.592943770000001,50.0,51,305152,216,0.042573497,0.0003,0.07342350482940674,-0.005951589596224949,0.3466453552246094,0.40888671875,-2.4436696618795395,0.2,0.1527295550738927,1480,0.847688838839531
483,-6.678813599999999,50.0,52,307200,220,0.09100518,0.0003,0.6487177014350891,0.013744667264109011,0.34692928194999695,0.381298828125,-2.4268731966614725,0.2,1.2273826327291317,1490,0.6036106050014496
483,-7.577359609999999,50.0,53,309248,224,0.054118544,0.0003,0.04888336360454559,5.209484006627463e-05,0.3463204801082611,0.450341796875,-2.423543307185173,0.2,0.31407594969496133,1500,0.59402135014534
483,-7.01453694,50.0,54,311296,228,0.06402291,0.0003,0.2922024130821228,-0.013513747743127169,0.34541791677474976,0.318310546875,-2.4167003288865088,0.2,8.968455019081011,1510,0.8762746229767799
482,-6.0523605300000005,50.0,55,313344,233,0.0543975,0.0003,0.007877595722675323,-0.005802565164049156,0.3438357412815094,0.414111328125,-2.3816388078033923,0.2,0.1757761415676214,1520,0.7018217742443085
482,-6.05207731,50.0,56,315392,237,0.041292407,0.0003,-0.004258962348103523,-0.0029531884130847173,0.3412019908428192,0.430908203125,-2.343147002160549,0.2,0.14493897017091512,1530,0.7683731019496918
482,-6.555542040000001,50.0,57,317440,241,0.09327153,0.0003,0.49904850125312805,-0.005653481313493103,0.3396150767803192,0.35986328125,-2.307412164658308,0.2,9.917097962729168,1540,0.9514747932553291
482,-6.670018109999998,50.0,58,319488,246,0.04450532,0.0003,0.024939198046922684,-0.004267935039388248,0.3374614715576172,0.4171875,-2.26764827221632,0.2,0.3005855809489731,1550,0.7554366290569305
482,-9.34743822,50.0,59,321536,250,0.058115073,0.0003,0.037017058581113815,-0.013671473215072182,0.33705857396125793,0.383935546875,-2.251929262280464,0.2,0.3800439683778677,1560,0.9956204746849835
482,-10.23277724,50.0,60,323584,254,0.0859545,0.0003,0.5191561579704285,0.005647450604737969,0.3379049003124237,0.324267578125,-2.2486112505197524,0.2,10.739343048725278,1570,0.8801201805472374
482,-9.61835403,50.0,61,325632,258,0.068973556,0.0003,0.015538953244686127,-0.0038698997930623593,0.3359357416629791,0.434423828125,-2.241484096646309,0.2,0.2547083764220588,1580,0.8886247426271439
482,-8.70023139,50.0,62,327680,263,0.08055189,0.0003,0.5906133055686951,-0.011724943174340297,0.3351353704929352,0.368701171875,-2.2188067860901355,0.2,21.047573632374405,1590,0.8616815358400345
482,-9.48051468,50.0,63,329728,267,0.14687991,0.0003,0.11050346493721008,-0.018449785734992473,0.3332378566265106,0.365625,-2.1909349083900453,0.2,6.544520018366166,1600,0.9739068727940321
482,-10.244612709999998,50.0,64,331776,271,0.10981174,0.0003,0.5417258739471436,-0.009088349719240796,0.33293241262435913,0.3169921875,-2.1624576933681965,0.2,25.08235195670277,1610,0.6716707050800323
482,-8.344614380000001,50.0,65,333824,276,0.080899045,0.0003,50.93849182128906,-0.0027676944271661343,0.3319597542285919,0.376904296875,-2.150572743266821,0.2,28.710768244974314,1620,0.9104678556323051
482,-7.099363060000001,50.0,66,335872,280,0.09021677,0.0003,0.04882393404841423,0.002258995872398373,0.3329281508922577,0.4658203125,-2.144851870089769,0.2,14.61026239551138,1630,-0.8918092250823975
482,-6.502702109999999,50.0,67,337920,284,0.051994797,0.0003,0.05313849821686745,-0.0050456582306651395,0.33274275064468384,0.43857421875,-2.1566656962037087,0.2,0.20305271738325245,1640,0.6346922516822815
482,-6.788807949999999,50.0,68,339968,288,0.21267408,0.0003,0.1403903365135193,-0.00885143478953978,0.3307802677154541,0.38583984375,-2.1443375766277315,0.2,0.8178113892907277,1650,0.8510689288377762
482,-8.607128240000002,50.0,69,342016,293,0.1073837,0.0003,0.15765586495399475,-0.01298529376508668,0.32919031381607056,0.40517578125,-2.092558028548956,0.2,0.6433962987503037,1660,0.8878215774893761
482,-7.990851630000001,50.0,70,344064,297,0.12109999,0.0003,0.2964973747730255,-0.011359616318077314,0.3276222348213196,0.35546875,-2.0732115685939787,0.2,14.392272824054817,1670,0.9530495181679726
482,-6.931467660000001,50.0,71,346112,301,0.0785819,0.0003,0.05872981995344162,-0.007655865848209942,0.32769545912742615,0.444921875,-2.0562642328441143,0.2,0.6124954832484946,1680,0.9570820890367031
482,-6.37794568,50.0,72,348160,305,0.031084586,0.0003,5.321197986602783,0.00021418724645627663,0.3274695873260498,0.338232421875,-2.048798166960478,0.2,14.897758928104304,1690,0.7236536145210266
482,-6.009929700000002,50.0,73,350208,309,0.05022575,0.0003,-0.0033778026700019836,-0.0010343427013140172,0.3253864347934723,0.42802734375,-2.016276729479432,0.2,6.685563501960132,1700,-0.818091630935669
482,-7.842333960000001,50.0,74,352256,314,0.06330656,0.0003,0.3540058732032776,-0.002053652262839023,0.3243131935596466,0.456982421875,-1.9926468543708324,0.2,0.584529502876103,1710,0.666574239730835
482,-8.176941200000002,50.0,75,354304,318,0.07341532,0.0003,0.5814768671989441,0.0011332427005982027,0.3237283527851105,0.3244140625,-1.9729811806231736,0.2,3.784690653020516,1720,0.9360864385962486
482,-9.12395664,50.0,76,356352,322,0.095663875,0.0003,0.008691832423210144,-0.009128850835259073,0.3216755986213684,0.405810546875,-1.9434176199138165,0.2,0.8228693035896868,1730,0.8986382409930229
482,-7.35031943,50.0,77,358400,326,0.13877311,0.0003,0.23302626609802246,-0.005212026039953343,0.3214030861854553,0.420849609375,-1.9215395532548427,0.2,1.7825385234085842,1740,0.9644397385418415
482,-7.100374560000001,50.0,78,360448,331,0.044445217,0.0003,0.10357468575239182,-0.00044310349330771713,0.3211453855037689,0.443603515625,-1.9149320282042026,0.2,0.23858659243560396,1750,0.307506799697876
482,-6.546855070000001,50.0,79,362496,335,0.0766709,0.0003,0.07960106432437897,-0.004731235030340031,0.32048043608665466,0.50712890625,-1.904860707744956,0.2,0.271092340326868,1760,0.5009371638298035
482,-6.54041741,50.0,80,364544,339,0.09836468,0.0003,0.11566106975078583,-0.012037195540324319,0.3180377185344696,0.375927734375,-1.8746030800044537,0.2,2.9040250588092023,1770,0.5961521565914154
482,-7.620646080000001,50.0,81,366592,344,0.074003436,0.0003,-0.010370444506406784,0.004643889863655204,0.31667560338974,0.456298828125,-1.8331938937306405,0.2,2.0326465802761957,1780,-0.3135021924972534
482,-6.73860663,50.0,82,368640,348,0.07700672,0.0003,0.06459870934486389,-0.004731361678932444,0.31549912691116333,0.396142578125,-1.8117406032979488,0.2,3.172197491885163,1790,0.7741226404905319
482,-6.0054625,50.0,83,370688,352,0.05674109,0.0003,0.07939270883798599,-0.0020825129555305465,0.3145325779914856,0.464306640625,-1.7790914699435234,0.2,0.10970743600919378,1800,0.84812131524086
482,-7.430932849999998,50.0,84,372736,356,0.09923407,0.0003,0.07336659729480743,-0.013245475212897873,0.31164026260375977,0.3998046875,-1.7312176894396543,0.2,0.5961468326189788,1810,0.8298750966787338
482,-7.356428629999999,50.0,85,374784,361,0.07316762,0.0003,1.2694555521011353,0.006492232637538109,0.3102318346500397,0.34013671875,-1.6846880089491605,0.2,13.05394453369081,1820,0.7895555347204208
482,-8.238486799999999,50.0,86,376832,365,0.059978075,0.0003,0.06565822660923004,-0.002652600272267591,0.3101372718811035,0.4626953125,-1.66729768589139,0.2,0.2851642246125266,1830,0.5078700184822083
481,-8.24834837,50.0,87,378880,369,0.054452904,0.0003,0.6483348608016968,0.005673475797811989,0.30794382095336914,0.417626953125,-1.633702740818262,0.2,7.245142509113066,1840,0.9716550130397081
481,-7.879791060000001,50.0,88,380928,374,0.07033809,0.0003,0.051636360585689545,0.004597637499682605,0.30713900923728943,0.386083984375,-1.605585366114974,0.2,1.0957238588249312,1850,0.9289000853896141
481,-8.015030690000001,50.0,89,382976,378,0.057528667,0.0003,0.0038281604647636414,-0.007034530039527453,0.3062361776828766,0.45439453125,-1.5776754599064589,0.2,0.12520515734795482,1860,0.7463034093379974
481,-7.98101724,50.0,90,385024,382,0.05659736,0.0003,0.07193122059106827,-0.005287656488508219,0.3052743077278137,0.377392578125,-1.5619396965950727,0.2,0.6095270979742053,1870,0.9702753014862537
481,-8.548526610000003,50.0,91,387072,386,0.23551996,0.0003,0.9739481210708618,-0.022991666787129363,0.30214330554008484,0.370263671875,-1.5042996153235435,0.2,0.8235671265167184,1880,0.8616015911102295
481,-8.17985786,50.0,92,389120,391,0.058478452,0.0003,0.4471060633659363,-0.0067742772866040465,0.3013894259929657,0.37890625,-1.4662003297358752,0.2,1.123624741146341,1890,0.9261842370033264
481,-9.37469089,50.0,93,391168,395,0.10901737,0.0003,0.011115457862615585,-0.011732213899085764,0.2991604804992676,0.379638671875,-1.429221449419856,0.2,1.167215302446857,1900,0.9291244745254517
481,-8.85496442,50.0,94,393216,399,0.28526002,0.0003,0.1628299504518509,0.0003165827234624885,0.29880619049072266,0.41943359375,-1.396283808723092,0.2,1.724746010149829,1910,0.9439958222210407
481,-6.78762956,50.0,95,395264,404,0.066001356,0.0003,0.035950519144535065,-0.005202372353960527,0.29778239130973816,0.405908203125,-1.3854459278285502,0.2,5.834226794214919,1920,0.9093930423259735
481,-5.81922318,50.0,96,397312,408,0.060598034,0.0003,0.032687995582818985,-0.002467665568110533,0.29675865173339844,0.4625,-1.3499109953641892,0.2,0.08575266901170835,1930,0.8717808276414871
481,-6.696696300000001,50.0,97,399360,412,0.07640244,0.0003,0.1878991723060608,0.011350508366740541,0.29543957114219666,0.424462890625,-1.3190914891660213,0.2,1.238265264889924,1940,0.9049156159162521
481,-7.7081136500000005,50.0,98,401408,416,0.065701194,0.0003,0.004432246088981628,0.003945050553011242,0.2943214774131775,0.4642578125,-1.2795289520174264,0.2,0.23334549573191907,1950,0.9858985114842653
